[XP-T-006#P001] 第一课：职场沟通的本质
[XP-T-006#P090] 第十讲本来没兜住，我自己当时标标题的时候漏了，所以现在的情况是十讲的时候会讲平级沟通，第十一讲会讲客户沟通，第十二讲给你们一个彩蛋，就是沟通高手的性格修炼，大家多见谅。言归正传，第十讲叫平级沟通。第一个：以各种方式了解他的需求——似曾相识，SMART原则。我在这儿稍微再给大家讲一个沟通的很重要的东西：有的时候演讲也是、写汇报也是、交流也是、谈判也是，记住要学会重复，听话的时候也要学会重复，重要的（话）都是重复的，重要的话讲三遍。所以你看到这个SMART基本上我们每节课都提，为什么？因为它符合沟通当中最关键的叫清晰，最关键的是要面对自己，最关键的是要理解他人。你是不是真理解了？SMART这个工具是个求真的工具：到底咋回事，你给我说明白。所以一定要用好，职场当中SMART是绝对的利器。还是以各种方式了解他的需求：什么各种方式？会议、闲谈，他给你信息，你要解码成他的需求。很多时候我们平级部门不配合，是因为你不知道他的需求是什么。第二个，高效沟通的时候就是围绕目标、资源、时间表来：他有情绪，咱就解决情绪，咱不能有情绪；他拒绝，我们就给他上认知（前面第六课的方法），前面的方法也都很清晰了，最终我们要拿到的就是目标、资源、时间表：目标大家一致不一致？需要什么样的资源？把时间牢牢地（拿住）。对领导我们拿时间表，对下属我们拿时间表，对平级我们还拿时间表——我们就是公司的时间表，你就厉害了。第三个，GROW。大家还记得这个方法：先谈目标，再谈现状，再谈选择，再谈行动，次序不能乱，没记住的赶紧回去看下属那一章。GROW这个模型适用场景非常多：以后我开面试课会给大家讲，我们做团队管理的时候仍然会用这个GROW模型，这是一个非常重要的工具。谷歌也在用：大家都知道谷歌在用OKR，其实谷歌OKR的底层其中一个方法论就是GROW方法。为什么在这还要再提GROW方法呢？大家记住这句是核心，这一句又顶100句职场金句：任何所谓平级之间的关系，本质上（可能）有领导力的关系。平级是啥？平级是岗位的关系。但是你记住，在职场当中我们不是以岗位驱动事物的，我们是以事物反向去驱动岗位的：不是岗位决定事，是事决定了岗位。有些事情并不是常态化的事情，比如一个项目做完了项目组就解散掉了，但你注意在这个项目组当中，岗位未必是按照原来的岗位排布的，在这件事当中是有新岗位出现的。所以平级不是平级，平级之间有领导力的上下级，你一定要理解这一点。如果他是你的上级——虽然你们是平级，但在这件事情当中他是你的上级——你调动上级的那套方案跟他去做（沟通），GROW也可以用。一般我们不建议直接对上级完全用GROW：上级觉得在中国的东亚文化圈里，你们有点儿没大没小，给我提那么多问题。但是平级之间无所谓嘛，咱们岗位是平等的，我跟你GROW一下无所谓。有些时候在具体的事情上你来牵头，其实你就是他领导，所以你们是平级，那用GROW（也合适）。所以GROW我们应该怎么用呢？在针对平级的时候，把之前问卷当中的"你"换成"我"来自查：GROW可以对着自己来——目标是啥？我问清楚。现状是啥？我问我自己，问清楚。选择是啥？我问我自己，问清楚。行动，我逼自己做出行动选择。是可以用来自查的，所以GROW的模拟，你自己如果没找到对手练，你先练自己，一点儿问题没有。那么协同的时候呢，你把"你我"换成"我们"，你带着他一起来，也能把最终的行动计划给制定出来、把问题识别出来。所以在这里一定记住这个金句：任何平级之间也会有领导力关系，关键看什么？谁负责。
[XP-T-006#P091] 那为什么虽然岗位是平级，但即使是有上下级负责关系呢？或者我们怎么来理清跟平级的关系呢？注意，不是整天一起吃个饭、一起八卦、一起站一个队，不是这样的。我们要理解岗位之间的权、责、利的三位一体。什么是权？权就是裁量权，这个事儿我说了算，叫做权。责是什么？我为这件事情的结果负责，叫做责。什么是利？我做成了，我应该有什么利益；我没做成，我应该遭受什么样的损失，这个叫做利。权责利必须三位一体。什么意思？就是要（对等）分下去：每个人的权、责、利要一致——我负多大的责，我有多少的权，我分多少的利，必须是这样的。如果权责利三位没有一体出现了失衡，我告诉你，这个岗位就是个（空架子），领导力也用不出来。所以本质上你去处理平级的关系，就是把权责利理清楚；上级去处理下属之间的关系，本质上也是把权责利理清楚，这一点很关键。
[XP-T-006#P092] 那怎么理？第一步，先分配责任。权责利，责是第一位的：谁为此事负责？怎么判断是否做好？这个又是个SMART，SMART王道：怎么判断是做好？因为"好"是个形容词，咱把它具体化。谁为此事负责？他为这件事情负责，他就说了算，他最后要承担结果。当然一件事可能好几个人负责：负责的比例是什么样的？负责的先后是什么样的？谁最终负责？一定要确定这一点。所以经常我们开启动会的时候，或者大家在讨论一个事儿半天议而不决，一定要拎出来一个人：这个人对这件事儿负责。那么，根据责任的大小，我们要开始分配相应的权利和利益。权利是啥？这个事儿我说了算，没做好算我的，这叫权利和责任的匹配。"这个事儿我说了算"意味着什么？关键时刻大家议而不决的时候，我来推动；大家争论的时候，我来仲裁；几个选项摆在面前的时候，我来评估。为什么？因为我为这件事情最终负责，没做好算我的，我背责任。那么利益就是：做好了我有什么利益？没做好我有什么损失？要匹配：多大的责任，给多大的权利，给多大的利益，一定是等量的，千万不能失衡。
[XP-T-006#P093] 那么失衡会出现什么呢？我们来看组织问题诊断，看看是不是你们公司经常遇到的。第一类叫消极怠工：有些人就无所谓、高高挂起。为什么无所谓呢？叫责任独大。老板说"这件事你负责"，经常是给到一线：你们负责，出了问题拿你试问。责任是落下去了，但是你发现你没给他权利啊，他没法调配啊。比如要解决客户的投诉，出现了投诉没解决好拿你试问，客户现在的需要是他要退费，但我没这个权利，我得层层申报，结果客户那边炸了——这事儿需要我负责吗？我没有权利，我怎么负责？这是第一点。第二点，我干好干不好，这个利益没拉在我身上：我干不好，你没把我开了；我干好了，你也没把我奖（励）。OK，我消极怠工，爱谁谁，反正这个责任没有在利益上跟我挂钩。如果利益上挂钩了，我没挣到钱，对不起，再大的责任我走了，你们爱谁背谁背——因为我没有调动资源去解决这件事情的权利、没有说了算的权利，那自然而然我就不愿意负责：你让我负责，我就走了，或者我就躺平，这叫消极怠工。你们肯定遇到过这样的情况，所以下次一看到平级有谁消极怠工了，告诉你：往往他这件事儿有责任，没利益，也没权利，他就消极怠工。
[XP-T-006#P094] 第二件事儿你会发现所有人都在巴结他，什么事儿都求他，为什么？权力独大。特别容易出现的一种情况——咱们不说这个岗位不好——比如财务，大家都要哄着财务。为什么？财务一支笔解决所有问题：他到最后不给你签字，你这钱花不出去，他这支笔的权利可大了，而且是独大。那他有没有为最终的业务指标背责任？很多时候我们在分财务的奖金的时候，并没有把业务指标和他的后台财务挂上钩，利益是没捆绑到的，他也不为最终的业绩负责，但是他就有权利。这个时候所有业务部门求财务大姐"行行好，给我签个字吧"；财务说"我给你签完，这次亏了怎么办"。业务也不能说（什么），但业务可能会反过来说："如果这单没做，算你的还是算我的呀？"其实业务抓住了核心：你不能光有权利没有责任，你要敢分责任，我就让你享有这个权利；或者直接又说我这奖金被扣这份儿算不算你的呀？把利益再给它挂上。所以我们在公司——未来讲团队管理的时候会去谈KPI、OKR——这些个人在填完之后，一定要拉到权责利三位一体来重新分配：他个人的KPI没问题，但是他跟组织KPI有没有关系？绩效分个人绩效、组织绩效，还有一个东西叫战略绩效，分不同层次要进行考察，要一致性。一旦出现了之间的相互对立，你发现往往就是权责利没分好：没分好，你每一个因素做得再好，到最后沟通起来特别麻烦，它是系统性问题。所以你看公司有的时候乱，不是人乱，是因为流程乱，是因为权责利没分清楚。所以如果你要负责什么事儿，发现这种情况，赶紧重新（梳理）权责利，开会大家讨论一下给分出来。你那时候的需求就变成"咱们把权责利分出来"，他们的需求是什么？也是尽快把权责利分出来，大家一拍即合来坐下来讨论，标准也很简单：三位一体。
[XP-T-006#P095] 还有一种情况：争夺肥缺。这岗位大家都想去，为什么？利益独大：既不担责任，也不需要有什么权利，我躺在那儿就有钱，多好啊，高高挂起就挣钱，这肥缺大家都会去争。这么一看你就发现，企业不管是责任独大、权力独大还是利独大，都会出现以上的争议。当然可能还会出现：比如责任、权利大，但是没有利益，你会发现他做这件事情的时候动力不足——为什么？没利益，我做好做坏无所谓，这不行。还有一种可能：责任很大、利益很大，但是没权利，你的利益也是白给，因为他光有责任没权，调动不了。还有一种可能：有权利有利益但是不负责任，那这件事大概率没做好他也无所谓的。很多时候我告诉你，公司当中的高管级别，好多是有权利有利益但是不背责任的，那就苦了一线和中层了。所以大家要不断地去分清楚组织当中权责利三位一体。
[XP-T-006#P096] 平级的沟通，前面部分的方法论不用我们讲了，很清晰：怎么管控情绪、怎么应对拒绝、怎么分析需求，三原则重复一下：坦诚、利他、清晰，这些都没问题了，稍微注意一下，平级之间就是权责利的问题，咱们把它简单化。再给大家一个心理建设：你们今天只是岗位平级而已，因此你要学会减少内耗。很多时候我们发现平级指挥不动、互相扎刀的都是平级。为什么？领导我（能）管好他就行了，下属我摁死他就行了，平级我干不走他，天天在那儿特别闹心——减少内耗，把所有问题归在权责利这件事情上，然后推进工作。为什么你一定不能消极怠工？因为谁推动工作，谁就是上级，谁就是未来的上级。千万不要信职场的这样一个观点：说你做了，做了以后最后锅甩在你身上——甩在你身上就是因为权责利没分清；分清了，这锅不会落在你身上。即便咱们退一万步，这事儿就算落到你身上，本事在我身上，大不了我走人。他们永远不明白什么叫做权责利：他们现在五个人合起伙来干你一个，是因为他们的利益是一致的；你是清醒的，你一走，这四个人当中一定会三个人抱团干其中的一个，你放心。所以别跟这些人在一起搞这搞那了，你要干的是为自己负责。我们做的所有的沟通工作是为了推动结果：如果这个结果我们尝试了一万遍都推动不了，我也不想在这浪费时间和练习了，我觉得我也练够了、升级也升满了，我要开始下山了，换地方就行，一换地方马上起飞。这就是第十个模块：平级协同注意什么。我把问题高度简化了。第十一个内容我们会很快地讲一讲客户的沟通应该怎么做。
[XP-T-006#P097] 第十一课：客户怎么沟通
[XP-T-006#P098] 第十一课属于十课以外的第十一课，就是客户沟通这样的一个场景。我们还是秉承这个沟通的大模块、大方法、大原则。第一个还是以各种方法了解他的需求，SMART；记住信息即需求——每次他跟你吃的饭、吐的槽、讲的话都是他的需求，高手善于把信息解码成需求。第二种，还是ART：目标，他最近有什么目标？第二，有什么需要的资源？你有什么目标？需要他给你什么资源？然后大家列列时间表，别光吃光喝，时间表拿出来。你就是时间表的王者：对内上下平级全是时间表，对外时间表也扣在手里。尤其是做ToB的销售，时间表特别关键。面对ToB的客户是一点一点养起来的，我们经常在说ToB要开一个单吃半年，但是半年开不了一单，所以你要养客户，时间表要抓在自己的手里。
[XP-T-006#P099] 第三比较有特点，叫做高频跟客户的见面和沟通、保持频率，这一点非常重要。销售的高频接触客户是非常重要的，但是大家注意，这个高频不是说没事找人家吃饭、喝酒，不是这么简单，你是要带着任务去；即便不吃饭、不喝酒，你也要带着任务去。有一个模式，对于销售拜访叫做STN。这个模式S指的是satisfactory：用户对我们的产品和服务是否满意？让用户给我们建议。你注意，建议及需求：给了建议，我们就可以把这个需求进行进一步的整理，在整理的过程当中很有可能指引产品下一步的开发策略，所以是"是否满意、给建议"。第二个，我们现在有新品了，让用户试用，你的目标是为了扩品类，就是try out，新品试用：一个客户在用的产品种类越多，意味着他的单笔付费会越高。第三个就是让老用户去推荐新用户，new users，让他去做推荐：你可以给他打个折、给他一个优惠，或者建立更多的私人关系，你就能去获客。大家有没有发现一点，销售最难的两件事：第一，新客户哪里找；第二，旧客户会不会继续持续购买。所以如果你能做好STN，在跟用户的沟通当中围绕它展开：是否满意，我们来更新我们的产品，进一步满足好你的需求；第二，新品上试用，有可能会有额外的购买；第三，老客户推荐新客户来获客——这套模式是最健康的销售获客模式，就是高频去接触。
[XP-T-006#P100] 说白了就是利用高频拜访去发现新需求。注意，销售不是仅仅把东西卖给人家：卖是结果，我们上次说到果和因的关系——卖是结果，但它不是目的，核心变量的原因是它能够满足用户的需求。所以高频拜访发现用户的新需求，尤其是在什么场景下用户使用，来去迭代产品，然后满足新需求，既创造新价值，客户转移成本高，自然而然他的付费意愿就高。什么意思呢？我不断地让他养成了有什么事儿就找我，然后我不断地给他生产各种各样新的东西，让他的品类变宽，那么自然而然用户离开我们的成本就变高。谁做这件事情做得特别好？苹果全家桶：你一旦用上了苹果的智能终端超过两台，你一定会激活苹果的云端系统和它的应用生态系统，你下次去换安卓成本就变得非常高了。同样的道理，不管是现在的华为还是小米，采用的策略也是仿照苹果在做这个全家桶计划，提高客户的转移成本：转移成本越高，再付费的意愿自然而然也就越高。所以这也是为什么我们讲跟客户的沟通实际是围绕STN。以前讲跟客户沟通，经常说我们要处理好人际关系、要让用户信赖我们，对，但是千万不能舍本逐末：用户的信任来自于什么？来自于你了解他的需求、满足他的需求，他才会真正进一步信任你，不是说你跟他一起吃饭喝酒构建的信任。然后大家有的时候会发现，一家好的公司销售即产品：它不断地在给产品提出新的革新方向，而不是产品自己蒙着头在那想问题。销售即产品，因此用千军之力将产品推到万仞高山，这个是销售和产品一起要努力的：不是产品生产完扔给销售，销售自己卖就行了；是销售要发现新需求，产品根据销售发现的新需求把产品进一步迭代。
[XP-T-006#P101] 在这里我再给各位未来做销售岗位求职的朋友两个小建议。第一个建议：一定要找产品好的公司。因为产品好，意味着你满足用户的需求是容易的，你容易构建信任，成交也容易，不需要你天天去喝酒。有人经常开玩笑叫"销售喝的酒、所花的时间、付出的痛苦，都是产品偷懒省下来的"：产品一偷懒，销售就很累。所以要去选产品好的公司。第二，选产品听销售建议的公司，也就是说销售的话语权要大。你会发现很多销售在选择公司的时候，会强调公司有没有资源、需不需要我去拓新客户、销售的提点高不高，考虑的都是这些问题，但是他们没有想清楚：一个产品好、且销售话语权能够引领产品去革新的公司，才是真正的好平台。所以大家做销售也用STN的这套逻辑去想明白，你就知道什么叫做择良木而栖。
[XP-T-006#P102] 跟客户的沟通实际跟对内的沟通没有什么区别，因此在管理组织层面上有一句话特别经典，供大家参考，叫做"员工客户化，客户员工化"。什么意思？你要像对待客户一样去对待员工。尤其是服务行业，大家经常对自己直接服务用户的这些员工非常粗暴，不是骂就是罚，不把人家尊重起来。那你想一想，这些员工有一肚子的委屈、一肚子的气，只是不得不在你这家公司挣钱，那这些员工面对客户的时候，他们会是真心地服务客户吗？肯定不是。所以我们一定要对内把员工服务好，让他们带着同样的好心情、同样为客户着想的价值观和角度去服务好客户，所以叫做员工客户化：你所有对客户的沟通方式，试一试跟员工沟通，员工会很开心的。第二个叫客户员工化：我们可以让用户承担一定员工的工作。举一个简单例子：建议及需求。大家想一想，以前提需求的都是谁？产品经理提给开发。但产品经理的需求是从哪来的？是产品经理做的调研。那为什么用户要配合你的调研呢？产品经理会去请市场调研公司专门花钱把数据拿出来然后去分析——走的路太长、坑太多、花的钱也太多，花冤枉钱的时候也很多。那在这个时候，为什么不好好地高频拜访用户、跟用户距离拉得更近，把他们的建议、投诉当成是新的需求的机会呢？任何投诉的背后都是需求，任何建议的背后都是需求。把这些需求看到，才是真实的一种表现；拿这些需求来去做产品开发，才会创造更大的价值。所以你想一想，客户在这一点上是不是也员工化了？他参与了公司新产品的研发。所以记住这十个字：员工客户化，客户员工化。你公司这种一致性的能力就会变得非常高：员工像服务自己人一样服务客户，客户像自己人一样给这个公司提建议，这个公司发展起来的动力也就会很大了。
[XP-T-006#P103] 客户沟通到最后，实际我们的本质是要培养客户的忠诚度、要培养客户的满意度：满意度直接导致忠诚度。满意度还有一个非常重要的推荐指标叫NPS，叫净推荐值。方法非常简单，讨论的就是"你会不会把这个产品推荐给别人"：零分，坚决不会；十分，一定会。一般来说，如果你的NPS能拿到九分以上，你这家公司不管从营收还是从利润，表现的都会特别好。这就是我们讲的关于客户沟通的部分。下一节课最终会放出来彩蛋，就是沟通高手的性格修炼。
[XP-T-006#P104] 第十二课（彩蛋）：沟通高手的性格修炼（总结课）
[XP-T-006#P105] 第十二课是职场沟通课最后一个模块，彩蛋实际也是一个总结课，就是沟通高手的性格修炼。我们通过之前的十一节课讲的是方法，整个展开的路径是：我们先讲了职场沟通是什么——我们是要为了达到结果、产生效果，不是为了去拉家常，不是说我要巧舌如簧、情商要高、怎么说话别人才爱听；不是说性格内向的人在职场就不能沟通。相反，我们用简单的模式把职场沟通的复杂问题、人际问题简单化了。所以我们回答的是：职场沟通我们为什么要做？因为我们要消除误解、建立信任、产生效果。以及我们讨论了沟通的原则——这套思考方法论是不要先想方法how，我们先要定what、why和原则principle，可以叫WWP的思考。原则很清晰了：首先要坦诚，第二点要利他，第三点沟通的时候要足够的清晰。然后我们围绕这三个原则展开了话题：沟通前怎么准备，第一次沟通怎么样获取需求，然后怎么样进行策划谋划，然后再进行沟通的时候我们怎么样达成共识；在沟通的环节当中如果遇到了情绪问题，我们怎么管控；面对别人的拒绝，我们应该怎么样应对；最后谈到几个重要的场景：面对领导怎么沟通、面对下属怎么沟通、面对平级怎么沟通、面对外部的客户怎么沟通。这是整个的一个大的纲要，讲的方法。
[XP-T-006#P106] 最终我们回到修炼这件事情：有了方法，没有练习，你是不可能将方法真正用出来的。怎么样进行练习？我觉得有以下几点，而且这些能力都是可以迁移的，也算是职场的底层能力。第一点，我们要学会坦诚地面对自己，要弄清楚到底自己要什么，用SMART原则不断地去进行追问。遇到了人生当中各种各样的困惑，其实只要坦诚面对自己、能够分清楚自己到底要什么，很多答案就迎刃而解了。要了解自己、坦然面对，不要被外部的声音所干扰，不要为了所谓的外部的某一些名、利、"应该怎么做""好像应该这么做才是对的"这些话题蒙蔽了自己，要有独立思考的能力，就是要坦诚面对自己，君子不自欺。
[XP-T-006#P107] 第二点，要站在对方角度上考虑问题。你看这些都是老生常谈，但是整个十二次课讲到现在，我们已经把它非常具象化了。怎么做到站在对方角度考虑问题？我们要提问能力：比如我们谈到的GROW模型就是一个典型的提问方法论；我们谈到的所谓价值层次——底层是客观环境这个事实，顶层是主观的意愿、是你的认知系统——我们怎么能够心能转境、境由心起，去强化这一点，不断讨论的时候一层一层地往上，属于高层互动，不要做同层互动，这个是提问的能力。然后包括情绪管理：怎么样识别情绪、控制情绪、应对对方的情绪。比如我们提到的镜子法，比如我们提到的每个情绪背后——常见的几大类情绪背后——它的真实需求是什么：我们满足了他的需求，我们就能平复他、让他情绪能够得到释放。情绪也是一种信息，信息我们要把它解码成需求，所以怎么做到情绪管理？我们还提到了比如ABC的处理情绪的方法：找到自己的对于某件事情的固有认知，把它击穿——很多时候别人的这种行为未必会直接带来你的情绪的结果。然后我们还教了大家如何去做共识的创建：比如记住我们说的金句——我先让他赢，但是我不输，行不行？我们利用时间的维度去拉长，拥有更大的一套格局；而且在识别共识的过程当中怎么样去稳住共识、回归共识——我们有一套所谓的谈判也好、交流也好、沟通也好（结合）的流程，按照这套流程做事先的效果会事半功倍。这些东西是站在对方角度考虑问题的时候我们应该具备的能力，在面对拒绝的时候我们应该怎么样去寻找机会。
[XP-T-006#P108] 第三，怎么能做到言简意赅的清晰？在于我们思维上是有模型的：我们不是混沌一片，不是手上没有工具，手上的工具很多。比如常提到的SMART原则——大家可以发现每节课都在聊SMART，那就证明这个SMART非常有用，大家把它用起来。ART原则或者ART工具：跟领导、跟下属、跟客户、跟平级怎么去沟通？用ART——目标是什么？资源是什么？时间表是什么？公司上上下下跟你相关的所有事情的时间表抓在你的手里，你就是公司的核心。GROW模式：怎么使用这种教练技术？先定目标，分析现状，寻找方案，最终采取行动。然后我们还谈了价值层次：不断地进行升级的提问。二八（80/20）的原则：我们怎么去排序我们的需求、怎么抓住主要矛盾、怎么学会让步、怎么控住自己的底线，我们也讨论了这些问题。奥卡姆剃刀：如无必要，勿增实体，我是不是真的要这个东西？不要的我都把它删掉，减少麻烦。ABC的情绪管理模式：如何去击穿自己的信念体系。STN的客户管理模式：我们如何让用户去测他的满意度、让他尝试新品、让他带新客户，这是我们跟客户交流的最核心的三个问题，最终实现员工客户化、客户员工化，提高客户的满意度，从而拉高客户的忠诚度，从而提高公司的营收和利润。整个的这些部分都是我们的一个框架，而我相信大家在职场当中按照这些东西进行练习，你的底层能力就会变得非常的强。
