[XP-T-004#P001] 职业规划
[XP-T-004#P080] 一旦错就是个大错。所以，在职场优势这件事情上，你不要认为你这个地方就是优势，然后闷着头闭门造车地训练，你需要边练边做，边做边改。先做后改，不断的去进行一套调整，那怎么做呢？在这里MVP的开发模式，这种心智模式上三件事儿，第一件事儿启动就要先干起来。啊，英语叫 build，一般把它翻译成叫做搭建啊，
[XP-T-004#P081] 我觉得不够暴力啊，就干起来啊，或者直接一个字叫干，所以呢，你现在的工作或者说马上要去做的工作，你就直接拿它干嘛，开始列你的优势，注意这件事很关键，前面我们。给大家讲了霍兰德模型，讲了各种各样的灵魂拷问，我不知道大家有没有这个去做一做像盖洛普的这个优势识别这些东西，如果你做了的话，你大概已经能知道。测试的结果表现出你的优势是什么？
[XP-T-004#P082] 那你需要干的一件事情，不是说我按照他说的这个优势，现在就开始找工作了，不是，是我现在工作当中有哪些部分我是可以争取。用我的优势去干一干的，比如说举个例子，霍兰德模型当中，假设我们讨论出来你是一个实际性的人，然后呢，你做的是一个会计，比如说这个会计当中有事儿的部分，有行动的部分。那你就把它找出来，是我可以用实际性的角度去考虑的，
[XP-T-004#P083] 但是呢，很有可能你这个会计要跟业务去做对接，你可能对人这件事儿不是特别的敏感，那你能不能避开跟人的这个事情，跟团队里讨论一下这个跟其他部门对接，你们能不能你们来，然后我。希望干一个，你们把所有的脏活累活都交给我，但对接人的活你们上，其实这件事情要去做的话就已经开始去试炼你的优势了，发现你的优势不是说马上你就要去找一个跟你优势匹配的工作，是你现在的工作，你就可以去想我能不能去验证？证一下这个东西到底是不是我的优势，
[XP-T-004#P084] 所以就先干起来，千万别想不信我们在这里做一个小小的实验，你现在听我描述啊，然后你想你在干嘛？假如说你看这个视频是从第一节课直接现在看到的，现在OK无所谓，但假如说你的第一个视频看完之后，如果你开始去搜盖洛普优势识别器 2.0，开始去做霍兰德兴趣测试，我告诉你这个人。是非常有能力未来把自己的职场优势界定的特别好的人，为什么？因为他接受到了信息之后，他的input输入之后，他马上就去做了做这件事情特别重要。
[XP-T-004#P085] 因为不做，只是去想，越想越乱，越想越不可完成，越想越在想的当中给自己创造了很多无穷无尽无解的问题OK，所以第一条MVP先干起来。你不管什么情况，我先干起来，我拿我的优势在现在的工作当中，或者说我马上要做的工作当中试验起来，第二件事儿非常关键叫怎么样判断自己特别擅长。你要去measure，你要去测量，比如说客观的数据，什么叫做擅长做成什么样了，
[XP-T-004#P086] 别人给我的评价，还有一个观点就是我自己感觉我是不是做的比别人快，我内心感觉在做的过程当中。我有很强的成就感，那你要干的一件事情是记录并且分析，你要去测，你要留结果，而且呢，要追踪一段时间，比如说三天一周，唉，你看一看这个结果，感受到底是什么样的主观感受，这件事我觉得实际是非常重要的啊，你可以。
[XP-T-004#P087] 用这个你的优势，现在就开始处理你工作的某一方面，花多点儿时间就在干这个事儿，你坚持每天给你的主观心情打个分儿啊，零分儿今天过得太差了。十分儿，今天过得太棒了，你看一看持续一周，你的每天打分儿的情况的变化，我相信会有一个非常惊讶的变化，这个就是主观感受来帮你判断你是不是擅长。如果你做完了以后发现没有什么感觉，那很有可能这件事情未必是你擅长的OK，所以要记录并且分析，而且还要注意一些什么，
[XP-T-004#P088] 注意客观的数据，客观的数据在这一点上啊，我们上次说要区分擅长。与热爱以前我们公司有个同事，我说你擅长什么呀，他说我觉得我特别擅长选题，我说你确定是擅长还是热爱，他说是擅长，我说那你有没有可见的工作结果来证明你是擅长这件事儿的，他说那我在做这些选题，我说我们的。多选题是你选完我讲很有可能这个视频爆了，并不是你选题的问题，有可能是我讲的对吧？我说你为什么不去试一试，
[XP-T-004#P089] 自己去做一个号呢？或者说自己拿一个选题让别人去来录呢，如果要是做出来了，这样的一个结果，那很有可能证明你真的是非常擅长，我说你有没有考虑做过这件事情，唉，他说没有，所以其实一旦我们要想去测量这件事情，实际反过来我们也在。思考我到底创造一个什么环境来去测我自己的优势在哪里，而且要主动的去测这个也很关键，那么采集到了这些数据记录，并且分析了我就要开始进行反思，反思是MVP开发过程当中。
[XP-T-004#P090] 非常重要的环节，首先先干想别想那么多，第二我测出来了，什么时候反思拿到结果以后反思什么时候思考拿到结果以后思考，一般我们可以思考两步。第一步，我下一步是什么？我可能在这个地方，我测了一下，哎，我发现的确我做事儿效率更高，跟人好像不是特别擅长，我下一步是什么？我要不要换一个事儿再试一下，看看是不是对不同的事儿，
[XP-T-004#P091] 我都挺擅长，但是跟人打交道不行。或者说我换一个人试一试，看看是不是确定我对人完全不行，你可以考虑下一步是什么，然后你还可以想想我下一步改进什么，唉，我做这个事儿很擅长，我用了一天的时间，我处理了六个，比如说财务报表，我看我明天能不能做到八个，我做什么样的调整，我看。我现在能不能做到八个，
[XP-T-004#P092] 你就在不断的改进，改进完了再按照这个方式接着去干，然后再去改善，再去这个测量，然后再去改善，不断的跑起来，你最后会发现你就会进入一条心流的状态，为什么？首先第一步，你不是去想你用行动打破了完美主义和这种思考给你带来的静物，第二，你不是干完就算的，你干完是在做测量的，测量了你才能知道你到底干的怎么样，很多人干完了就完全不测量这个google，
[XP-T-004#P093] 有一句名言。谷歌有句名言，叫做没有被测量的，则无法优化。我们经常说，我在职场上有发展，我就说你怎么能测量你自己在发展呢？所以测量非常的重要，然后测量完了以后拿到了这个结果。我们要思考了。很多人测量完放在一边，好，我反正日报写完了，我不看了，不对，
[XP-T-004#P094] 这一周的日报全部写完了，以后再写周报的时候恰好是你一个反思的机会，所以这种工作思路上的这种MVP的闭环，我觉得不仅是对产品开发有效，对我们。所有的职场工作的心态，心智都有效，为什么试炼是唯一一种面对不确定性的确定方法？注意我再说一遍。试炼是唯一面对这种不确定性的唯一确定方法，我们之前讨论过话题，职场当中遇到很多困难，人生当中遇到很多困难，是我们没有想清楚我们到底要什么。这个问题在我们的第一个大的模块沟通里面，
[XP-T-004#P095] 我们谈过，那如果第二个模块我要告诉你和。核心的就是当你以为你想清楚了，以后你一定要赶紧去试，因为很有可能你不一定想清楚了，但是咱们不要停留在不想清楚的阶段，再要跑起来，试完了以后我们再去想，所以这个外在世界就是一个不确定性的就是。混沌的，但是我怎么能够让事情变得确定，对不起，这个世界就是不确定的认清本质，所以试炼是不确定性的，唯一确定方式让不确定的东西，
